id	ko
event19_14	마신들은 원래 솔로몬 왕이\n봉인해 두었어요.
event19_15	이번 이변은 분명 솔로몬 왕과도\n관련이 있을 거예요.
event19_16	좋아!\n그렇게 정했으면 당장 출발하자!
event20_name	썩은 왕좌의 해골바가지
event20_1	조금 늦은 모양인데…
event20_2	그러고도 남았지!!
event20_3	우왓!?
event20_4	소, 솔로몬 왕…?
event20_5	그렇다! 짐이 바로 천하에 이름 높은\n솔로몬 왕이니라.
event20_6	머리밖에 없으면서!
event20_7	짐인들 좋아서\n이 꼴이 된 줄 아느냐!
event20_8	이레이저 진이라는 녀석이
event20_9	40인의 도적을 마신으로 부활시켜
event20_10	이곳을 공격해 왔다.
event20_11	그래서 그런 모습이 된 건가요?
event20_12	그렇다.
event20_13	미안하지만,
event20_14	짐의 몸을 모아다 주지 않겠느냐?
event20_15	하는 김에 40인의 해골 도적들도
event20_16	어떻게 좀 해 주면 고맙겠구나.
event20_17	흥! 식은 죽 먹기지!
event21_name	흰 세계 링 획득!
event21_1	이건…
event21_2	일곱 링 중 하나인 흰색 링이야.
event21_3	윽! 확실히 일곱 세계 링 중 하나야…\n빛 같은 힘이 느껴져…
event21_4	…정말 성가신 물건이라니까.
event21_5	그… 링이 말인가요?
event21_6	큰 힘은 사람을 행복하게도 하지만\n불행하게도 해.
event21_7	…아라비안 나이트에도\n그런 이야기가 몇 가지 있어요.
event21_8	예를 들면 이 링에는 사람의 ‘소망’이\n가득 담긴 느낌이야.
event21_9	희망이라고도 할 수 있지만, 이야기에 따라선\n야망이나 욕망이 되기도 하지.
event21_10	…
event21_11	대체 이런 걸 모아서\n그 녀석은 뭘 하려는 거지?
event22_name	달밤에 떠오른 공중 궁전
event22_1	…수많은 마신이 광기에 사로잡혀
event22_2	이레이저 진이라는 자의 부하가 된 건\n짐의 불찰이다.
event22_3	하지만 녀석은 베어낸\n이 세계의 글자에서
event22_4	새로운 마신을 만들어 내고 있다.
event22_5	그 힘은…\n실로 신과도 같지.
event22_6	신이라고…?\n골치 아픈데.
event22_7	허나 신이라 해도\n약점은 있는 법.
event22_8	짐작건대…
event22_9	?
event22_10	?
event22_11	녀석의 정체는 램프의 정령이다.\n어떤 이유로 밖에 나온 것이겠지.
event22_12	원래의 램프가 있다면
event22_13	녀석의 힘을 봉인할 수\n있을지도 모른다.
event22_14	램프라…
event22_15	흐음…
event22_16	사라진 이야기를 되돌리는 데에는\n빼앗는 것보다 훨씬 강한 힘이 필요하다.
event22_17	그야말로 기적이라 부를 만한\n힘이 말이지.
event22_18	맡겨 두라고.\n그러려고 온 거니까.
event22_19	그렇군. 네가 바로\n전설의 고슴도치라는 녀석인가…
event22_20	제법 지독한 저주를 받았구나.
event22_21	네 눈에서는\n지옥이 보이는구나.
event22_22	그렇게 들여다보지 마, 영감님.\n쑥스럽잖아.
event22_23	흠, 네게 맡기는 건\n조금 불안하다만… 알려 주마.
event22_24	녀석은 스스로 띄운\n공중 궁전에 있다.
event22_25	전설의 편린이라도\n보여 주거라.
event22_26	고마워.\n그럼 전설 하나 만들고 올까.
event22_27	궁전 문 앞에서 흰 세계 링을\n치켜들어라. 그러면 문이 열릴 것이다.
event22_28	좋아!\n도움이 됐어, 영감님.
event22_29	흠…\n죽음의 기운이 드리웠구나.
event23_name	시간제한과 잊지 않을 약속
event23_1	헤헤, 아무래도 내\n시간도 얼마 안 남은 모양이네.
event23_2	소닉!?
event23_3	미안, 괜한 걱정을 끼쳤네.\n…괜찮아.
event23_4	정말 미안해.
event23_5	이런 일에\n휘말리게 해서…
event23_6	…\n됐어. 신경 쓰지 마.
event23_7	약속… 나와 너의 약속을\n잊지 마!
event23_8	…약속,\n잊지 않았어!!
event23_9	좋아!
event23_10	고작 불꽃 주제에\n나를 심판하겠다고!? 건방진걸.
event23_11	조금 서두를까.
event23_12	응!
event24_name	보라색 세계 링 획득!
event24_1	이건…
event24_2	일곱 세계 링 중 하나인\n보라색 링이야.
event24_3	여기에는…\n슬픔이 봉인되어 있어…
event24_4	대체 정체가 뭘까…\n이 링의 비밀은…
event24_5	저기, 하나 궁금한 게 있는데\n물어봐도 될까?
event24_6	뭔데?
event24_7	그 녀석… 이레이저 진과 넌\n어떤 사이야?
event24_8	어!? 그게…
event24_9	말하고 싶지 않다면\n그러지 않아도 돼.
event24_10	…소닉.
event24_11	그 녀석의 정체는 그 영감이 말한 대로\n램프의 정령이야?
event24_12	…맞아.
event24_13	그는 ‘알라딘과 마법의 램프’에 나오는\n램프의 정령이야.
event24_14	!?
event24_15	그는 오래전 악행을 저지른 벌로\n램프 안에 갇혔고,
event24_16	천 명의 소원을 들어줄 때까지
event24_17	밖으로 나오는 걸\n허락받지 못했어…
event24_18	그리고 그 ‘속죄’가 끝났을 때,\n그의 마음에는 사람을 향한 더 큰 증오와
event24_19	자신에게 그런 숙명을 안긴
event24_20	이 이야기 자체를 저주하는 마음이\n깊이 새겨졌어.
event24_21	…샤라.
event24_22	그에게 나는\n한낱 링의 정령일 뿐이야.
event24_23	…
event24_24	그래도 난 그를 막고 싶어.
event24_25	그리고 이 아라비안 나이트의\n세계를 원래대로 되돌리고 싶어.
event24_26	그게… 내 소원이야.
event25_name	언제나 베이는 것은 자존심
event25_1	흥… 파란 시궁쥐인가…
event25_2	슬슬 연료가 바닥나서 말이야.
event25_3	가득 채워 줘.
event25_4	일곱 세계 링은 모았느냐?
event25_5	글쎄, 어떨까.
event25_6	궁금하면 직접 찾아보는 게 어때?
event25_7	그렇다면…
event25_8	네놈을 갈기갈기 베어서\n확인해 주마!
event25_9	그래?\n그럼 한번 해 봐!
event26_name	수수께끼의 문과 책의 장정
event26_1	소닉!?
event26_2	그래, 괜찮아. 아직은…
event26_3	저 안쪽 문… 뭐지?
event26_4	이럴 땐 그거잖아?\n열려라! 참깨!!
event26_5	반응 없음!
event26_6	저건…
event26_7	뭔가를 끼워 넣는 곳이 있어…\n일곱 개… 소닉!?
event26_8	‘일곱 세계를 다스리는 링이\n모였을 때…’
event26_9	‘세계를 잇는 문이 열리리라.’
event26_10	그러니까 일곱 세계 링이 있으면\n이 문이 열린다는 거군.
event27_name	멸망해 가는 것은 야심
event27_1	제법 끈질긴 녀석이군.
event27_2	일곱 세계 링을 모은 모양이구나.\n수고했다.
event27_3	신경 쓰지 마.\n우리 사이에 뭘.
event27_4	샤라여.
event27_5	…
event27_6	잘도 그 녀석을 시켜 링을 모았구나.\n자, 세계 링을 내게 넘겨라.
event27_7	잠깐만.\n가슴에 있는 이건 어떻게 할 건데?
event27_8	샤라, 자, 어서!\n함께 세계를 다스릴 반려가 되자꾸나!
event27_9	샤라!?\n뭘…
event27_10	나, 그를…
event27_11	그만둬, 샤라!
event27_12	그러면 어떻게 될지\n알고 있는 거야!?
event27_13	미안해.\n하지만 어쩔 수 없어…
event27_14	난 그저 그가 돌아오길 바랄 뿐이야.
event27_15	큭! 링의 정령에게 명령한다.
event27_16	‘네가 진정 옳다고 생각하는 일을\n하는 거야!’
event27_17	꺄아아!
event27_18	샤라!
event27_19	기도, 슬픔, 분노, 증오,\n기쁨, 즐거움, 소망.
event27_20	이야기를 만드는 일곱 마음.
event27_21	이것이… 이 세계의 페이지를 묶는\n일곱 세계 링!!
event27_22	…!!
event27_23	‘그러나 그것을 모은 자의 목숨을\n대가로 바쳐,
event27_24	모든 것을 다스릴 열쇠로 삼으리라.’
event27_25	나의 제물이 되어라! 파란 고슴도치!
event27_26	칫!!
event27_27	샤라!!
event27_28	…소닉.\n미안해.
event27_29	나, 알고 있었는데…
event27_30	이렇게 될 줄 알면서도\n널 끌어들이고 말았어…
event27_31	됐어.\n그런 건!
event27_32	운명, 바꿀 수 있었을까?
event27_33	약속, 지킬 수 있었을까?
event27_34	…샤라, 명령이야!
event27_35	‘죽지 마! 원래대로 돌아오는 거야.’
event27_36	미안해요, 주인님…\n그 명령은…
event27_37	흥, 고작 링의 정령.\n끝까지 쓸모가 없군.
event27_38	우!?\n우오오오!
event27_39	워어어어어어!
event27_40	나의 이름은\n알프 라일라 와 라일라.
event27_41	나는 아라비안 나이트의 세계.\n나는 새로운 창조주.
event27_42	이 세계와 현실을 뒤바꾸어\n내가 모든 것의 지배자가 되리라.
event27_43	꼴사납게\n불완전한 괴물이 됐군…
event27_44	우오오오!
event27_45	저 녀석을 막아야 해… 샤라.
event27_46	그러니까 내게 힘을 빌려 줘!!
event28_name	이레이저의 투옥
event28_1	크으으, 이대로 끝날 순 없다.
event28_2	몇 번이고 다시 살아나 주마.
event28_3	내게 죽음은 없다.\n나는 사라지지 않는 존재다.
event28_4	크크크, 와하하하!
event28_5	뭐!?\n그, 그것은…
event28_6	‘이거, 맡아 줘…’
event28_7	‘……원래대로 돌아오는 거야…’
event28_8	분명 램프의 정령은 세 가지\n소원을 들어주지?
event28_9	네놈의 말 따위를\n들을 것 같으냐!
event28_10	이얏!
event28_11	첫 번째.
event28_12	샤라를 되살려 줘.
event28_13	크헉!
event28_14	크으으, 몸이…\n몸이…
event28_15	두 번째.
event28_16	사라져 버린 이 세계의 이야기,
event28_17	아라비안 나이트를\n전부 원래대로 돌려놔.
event28_18	뭣!
event28_19	크아악!!
event28_20	마, 마…
event28_21	세 번째.
event28_22	이레이저 진.
event28_23	넌 램프의 정령으로서\n옛날처럼 램프 안에서 살아.
event28_24	크헉! 하아, 하아…
event28_25	샤라, 거기 있지!?\n부탁이야, 이 녀석을 막아 줘!
event28_26	다시 둘이서 시작하자.\n거짓말이 아니야, 정말이야…
event28_27	세계를 다스릴 자는 나란 말이다!
event28_28	그런 내가 이 더러운 쥐 따위에게!
event28_29	어째서어어어!
event28_30	난\n더러운 쥐 따위가 아니야.
event28_31	좀 굉장한\n고슴도치라고.
event28_32	샤라…\n내 소원을 들어줄래?
event28_33	…?
event28_34	손수건을\n산더미처럼 꺼내 줘.
event28_35	바다가 생길 때까지 울어도 돼.
event28_36	손수건은 산더미처럼 있으니까.
event29_name	엔딩
event29_1	그리고 파란 고슴도치는
event29_2	아라비안 나이트 이야기의 세계를\n구한 뒤, 실컷 달리고 또 달려
event29_3	원래 세계로 돌아갔습니다.
event29_4	그동안 여러 모험이 있었지만…
 En chemin, \nil a vécu de nombreuses aventures...	
event29_5	그 이야기는\n또 다른 기회에.
event29_6	고마워…\n소닉 더 헤지혹.
event29_7	전설의 고슴도치여.
event30_name	책 제목
event30_1	‘알라딘과 마법의 램프’
event30_2	‘소닉과 비밀의 링’
PARTY LINES ARE STILL WIP--DON'T TRANSLATE YET	
party_host	방 만들기
party_join	참가하기
party_offline	오프라인
party_server	IP 주소
party_room	방 ID
party_copy	데이터 복사
party_paste	데이터 붙여넣기
party_connect	연결
party_start	시작
party_player_count	플레이어 설정
party_player	P0
party_com	COM0
party_settings	설정
party_continue	계속하기
party_on	켜기
party_off	끄기
party_placement1	1위
party_placement2	2위
party_placement3	3위
party_placement4	4위
party_lap	[C]/[T]바퀴
party_final_lap	마지막 바퀴!
party_char_select	캐릭터 선택
party_random	무작위
party_sonic	소닉
party_tails	테일즈
party_knuckles	너클즈
party_amy	에이미
party_shadow	섀도우
party_cream	크림
party_silver	실버
party_blaze	블레이즈
party_easy	약함
party_normal	보통
party_hard	강함
party_extreme	매우 강함
party_world_bazaar	월드 바자
party_world_bazaar_desc	파티 게임의 순위에 따라 링을 획득합니다!\n그 링으로 카펫을 낙찰받으세요, 차오!
party_tournament_palace	토너먼트 팰리스
party_tournament_palace_desc	파티 게임에서 승리해\n토너먼트 정상에 도전하세요!
party_genie_lair	마신의 소굴
party_genie_lair_desc	승리한 플레이어가 보물 상자를 열 수 있어요!\n무엇이 나올지는 열어 봐야 알아요, 차오!
party_world_library	월드 라이브러리
party_world_library_desc	여러 파티 게임에 도전하고\n기록을 확인할 수 있어요, 차오!
party_treasure_hunt	보물찾기
party_treasure_hunt_desc	파티 게임 순위에 따라 이동 범위가 정해져요!\n지정된 보물을 최대한 많이 모으세요, 차오!
party_pirate_coast	파이러츠 코스트
party_pirate_coast_desc	파티 게임 순위에 따라 해적선이 이동해요!\n목표인 보물섬을 향해 가세요, 차오!
party_exit	나가기
party_exit_desc	파티 모드를 종료하고\n메인 메뉴로 돌아갑니다.
party_exit_confirm	파티 모드를 종료하고 메인 메뉴로\n돌아가시겠습니까?
party_attract_menu1	‘크로스 어드벤처 월드’에\n어서 오세요, 차오!
party_attract_menu2	어느 어트랙션에서 놀까요, 차오?
party_change_players	참가할 플레이어를 변경할까요, 차오?
network_connecting	네트워크 연결 중...
network_connected	네트워크에 연결되었습니다.
network_disconnected	네트워크 연결이 끊어졌습니다.
network_server_connected	서버에 연결되었습니다.
network_server_disconnected	서버 연결이 끊어졌습니다.
network_add_player	플레이어 0이 연결되었습니다.
network_remove_player	플레이어 0의 연결이 끊어졌습니다.
network_error	네트워크 오류 (0)
world_library_all	모든 파티 게임
world_library_all_desc	모든 파티 게임 중 원하는 게임을 플레이합니다.
world_library_survival	서바이벌 게임
world_library_survival_desc	서바이벌 계열 파티 게임을 선택해 플레이합니다.
world_library_point	포인트 게임
world_library_point_desc	포인트 계열 파티 게임을 선택해 플레이합니다.
world_library_race	레이스 게임
world_library_race_desc	레이스 계열 파티 게임을 선택해 플레이합니다.
world_library_record	기록 게임
world_library_record_desc	기록 계열 파티 게임을 선택해 플레이합니다.
world_library_rankings	순위표
world_library_rankings_desc	여러 기록의 순위를 확인합니다.
world_library_character	캐릭터별 기록
world_library_character_desc	캐릭터별 기록을 확인합니다.
world_library_final	끝없는 크로스 어드벤처
world_library_final_desc	1인 전용 모드입니다.\n파티 게임에서 몇 번 연속 승리할 수 있는지 도전합니다.
minigame_ready	준비
minigame_go	출발!!
minigame_start	시작!
minigame_set	게임 종료!
minigame_time	시간 종료!
minigame_goal	골!
minigame_win	승리!!
minigame_draw	무승부...
tp_intro_1	‘토너먼트 팰리스’에 어서 오세요, 차오!
tp_explain_1	‘토너먼트 팰리스’의\n설명을 들을까요, 차오?
tp_explain_2	여기서는 두 조로 나뉘어 파티 게임을 하고,\n토너먼트 방식으로 우승자를 정해요, 차오!
tp_explain_3	토너먼트에서 이기면 궁전 위층으로 올라가요.\n하지만 꼴찌를 하면...
tp_explain_4	그 이상은 말할 수 없어요, 차오!
tp_explain_5	누가 우승할까요?\n모두 힘내세요, 차오!
tp_rule_1	‘토너먼트 팰리스’의 설정을\n변경할까요, 차오?
tp_rule_2	파티 게임에서 몇 번 이겨야\n승리하는지 설정합니다.
tp_rule_3	COM끼리의 대전을\n관전할지 설정합니다.
tp_rule_4	게임으로 돌아갑니다.
tp_win_count	승리 횟수
tp_com	COM 대 COM
tp_round1	1회
tp_round2	2회
tp_round3	3회
tp_consolation	3위 결정전
tp_championship	결승전
tp_winner	우승!
tp_congratulations	축하합니다!
tp_again	‘토너먼트 팰리스’를\n다시 플레이할까요?
UNUSED--DON'T BOTHER TRANSLATING BEYOND HERE.	
sys_create_preset	새 프리셋 만들기
sys_edit_preset	프리셋 편집
sys_delete_preset	프리셋 삭제
load_cache	셰이더 캐시 불러오는 중
load_lighting	조명 변화 계산 중
shader_cache_finished	셰이더 캐시 불러오기 완료
ta_warning_loadsave	사용할 스킬과 프리셋이 있는 저장 데이터를 불러와 주세요.
common_hint_catapult_sh	투석기에 올라탄 뒤, 가고 싶은 방향으로\n상하로 기울여 봐.
common_hint_catapult2_sh	[button_action]을 눌러\n몸을 날려 봐.
common_hint_speedbreak_sh	소울 게이지에 힘이 차면\n[button_speedbreak]을 눌러 스피드 브레이크를 사용해.
common_hint_timebreak_sh	소울 게이지에 힘이 차면\n[button_timebreak]을 눌러 타임 브레이크를 사용해.
oas_boss_start_so	다가오지 말라고 해도, 들어줄 것 같진 않네.
oas_boss_start_sh	오지 말라고 해도 알아듣지 못할 것 같아!
din_blendin_so	헤! 꽃인 척 숨은 거냐?
din_blendin_sh	공격하면 분명 정체를 드러낼 거야!
pir_hint_buoy_so	저걸 통과할수록 속도가 올라가는군.
pir_hint_buoy_sh	저 부표를 통과할수록\n속도가 점점 빨라지는구나.
pir_hint_debris_so	떠다니는 잔해에 부딪히면\n속도가 떨어지겠어.
pir_hint_debris_sh	떠다니는 잔해에 부딪히면\n속도가 떨어지고 말 거야.
pir_hint_surf_respawn_sh	속도가 붙지 않으면\n파도를 넘을 수 없을 것 같아.
pir_hint_surf_force_sh	기세가 없으면 파도를 넘을 수 없어!\n조심해!
nig_hint_carpet	기울여서 양탄자를 조작하세요!
lang_ko	한국어
ta_resets	재시작 횟수
host	방 만들기
control	조작
enabled	켜기
Enabled	켜기
disabled	끄기
high	높음
medium	보통
low	낮음
hold	누르기
Attack	공격
playstation	PlayStation
Remixed	리믹스
select	선택
Connecting...	연결 중...
Random	무작위
New!	신규!
Main Missions	주요 미션
Winner!	우승!
Congratulations!	축하합니다!
ROUND 	라운드 
